0	0	0	2	4	2	4	4	0	0	0	0	0	3	2	0	2	0	0	0	8	4	9	9	0	0	10	8	4	1	0	1	1	13	13	11	0	0	0	0	0	1	8	14	14	
0	0	0	0	3	2	4	6	1	0	3	0	0	3	3	0	2	0	0	3	8	4	4	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	2	8	14	15	
0	0	0	2	3	2	3	6	0	0	0	0	0	0	0	0	0	0	0	3	8	4	3	0	0	0	0	0	0	0	0	0	0	11	8	8	0	0	0	0	0	0	2	8	8	
0	0	0	0	4	3	4	6	1	0	0	0	0	0	0	0	0	0	0	4	8	4	0	0	0	0	12	11	8	0	0	0	0	0	0	4	0	0	0	0	1	2	5	5	8	
0	0	4	0	4	3	4	6	0	0	0	0	0	0	0	0	0	0	0	3	10	10	0	3	25	23	23	17	12	11	0	0	0	5	5	6	5	5	6	4	2	4	2	1	5	
0	0	0	0	3	0	3	6	3	0	0	0	0	0	0	0	0	10	10	10	12	20	20	195	222	219	215	25	22	12	5	5	0	5	5	8	6	5	7	6	3	3	3	0	2	
0	0	0	0	3	3	1	9	9	6	0	0	0	0	0	0	0	9	9	14	20	25	219	236	247	240	240	221	192	22	11	10	6	6	8	13	6	5	6	6	3	0	0	0	0	
0	0	0	0	1	6	5	5	5	6	5	7	9	9	5	13	13	13	14	20	23	219	233	247	249	249	249	240	221	30	14	11	7	6	5	5	3	3	3	4	4	4	3	5	0	
0	0	0	0	0	1	1	6	6	11	15	15	15	13	7	12	12	13	20	34	210	234	239	247	249	249	250	255	240	221	30	22	14	10	7	6	3	3	3	3	3	3	3	6	0	
0	0	0	0	6	9	5	11	11	11	11	15	13	9	7	12	9	13	23	195	223	233	234	238	238	247	250	255	255	246	213	22	8	5	7	3	0	0	0	0	0	0	0	6	0	
0	0	1	1	6	6	1	5	5	5	9	13	13	9	7	7	6	6	33	210	238	239	239	238	233	233	247	255	255	253	246	25	10	5	3	0	0	0	0	0	0	0	0	0	0	
0	0	1	2	6	2	5	9	2	5	9	9	12	12	12	7	6	6	33	226	243	244	239	226	62	41	220	246	253	253	246	51	24	5	0	0	0	0	0	0	3	1	0	0	0	
0	0	0	1	2	0	0	9	2	4	5	9	12	13	12	12	6	12	34	239	244	244	238	215	13	11	41	237	246	252	246	231	43	7	4	0	0	0	0	0	0	0	0	0	0	
0	0	8	6	6	0	0	2	2	0	2	6	8	9	10	9	12	23	216	247	248	247	226	13	1	1	11	211	244	252	252	241	43	9	7	4	0	0	0	0	0	0	0	0	1	
0	0	0	0	0	0	0	2	0	0	2	5	8	10	14	14	23	39	248	255	255	247	216	5	1	3	9	41	238	252	253	252	226	33	9	0	4	0	0	0	3	3	3	1	1	
0	0	0	0	0	0	2	2	2	3	5	6	6	9	15	23	29	236	254	254	254	233	35	5	3	4	5	33	230	241	255	252	221	39	20	6	9	4	4	3	5	0	3	0	0	
0	0	0	0	0	0	0	0	0	0	3	6	6	7	14	24	236	255	255	255	237	215	19	5	4	5	5	11	182	241	255	255	226	43	27	8	9	4	0	0	3	0	3	6	6	
0	0	0	0	0	0	0	5	2	0	5	6	3	6	11	46	238	254	254	238	233	21	17	3	10	10	4	10	28	221	255	255	243	199	27	4	8	4	0	0	5	3	6	7	7	
0	0	0	0	0	0	2	5	3	3	5	5	3	6	16	235	241	248	241	234	17	16	10	10	10	12	4	10	12	210	251	255	251	210	27	0	4	4	0	0	0	0	3	7	8	
0	0	0	0	2	0	6	6	4	3	3	3	1	3	24	238	248	255	240	216	17	16	16	17	16	16	11	10	13	182	243	255	251	225	32	4	0	4	0	0	0	0	0	3	7	
0	0	0	4	6	0	6	6	3	0	3	1	0	7	226	240	255	255	241	18	16	10	10	10	14	11	11	8	10	28	238	247	251	245	225	12	0	0	0	0	0	7	3	7	8	
0	0	6	8	6	5	6	4	0	3	3	3	9	18	233	241	248	241	235	26	17	16	11	9	8	10	11	7	11	193	248	251	255	251	246	17	7	11	7	0	10	11	7	15	18	
0	0	8	9	9	8	6	4	3	4	5	9	17	226	239	251	255	251	248	216	18	17	18	17	11	11	14	13	64	243	250	253	253	251	246	193	12	12	10	7	11	15	15	26	29	
0	0	6	6	12	6	6	0	0	0	6	17	52	237	239	251	251	248	248	240	222	28	35	35	35	51	230	240	240	243	250	250	250	250	247	229	17	12	11	10	15	15	15	16	16	
0	0	12	6	6	5	4	0	0	9	17	48	236	239	246	251	248	248	248	251	242	242	247	249	255	249	250	250	249	249	250	253	253	253	247	232	41	14	10	0	15	15	15	16	16	
0	0	5	5	5	4	4	0	4	14	42	239	245	248	246	248	240	246	246	251	249	249	247	255	255	255	255	255	250	249	250	253	253	253	247	238	193	14	10	0	11	8	14	15	14	
0	0	1	1	4	0	4	4	9	35	217	248	251	248	245	240	231	237	240	242	249	249	247	255	255	255	255	251	245	231	240	244	244	244	243	238	221	27	8	0	0	0	2	14	14	
0	0	0	0	1	0	0	5	12	35	238	253	253	251	238	224	63	67	222	231	233	234	237	241	245	241	245	223	212	28	63	226	239	243	243	242	238	198	11	0	2	0	2	2	2	
0	0	0	0	0	0	0	6	26	229	255	255	255	255	67	29	17	24	29	29	24	39	17	16	15	15	15	8	1	1	4	18	228	242	243	243	242	228	22	8	3	0	2	2	2	
0	0	0	0	0	0	0	6	35	231	255	255	255	40	15	2	4	15	15	17	15	11	11	11	6	8	8	1	0	1	1	7	18	228	242	244	250	250	198	15	14	3	2	3	3	
0	0	0	0	0	0	1	6	229	250	255	255	231	29	3	0	2	3	2	7	4	4	7	6	1	6	1	0	0	0	2	8	11	31	227	244	250	250	227	23	16	3	0	3	0	
0	0	0	0	2	0	7	10	231	250	255	238	202	4	0	0	0	2	0	2	1	4	10	10	6	7	6	1	0	1	1	7	11	18	226	246	255	255	242	42	22	3	0	3	0	
0	0	0	2	1	0	7	27	250	255	255	250	32	6	0	0	0	0	0	2	3	4	6	6	1	6	4	0	1	1	1	4	7	13	31	232	254	255	245	207	23	14	2	2	2	
0	0	0	5	2	5	10	246	255	255	255	236	32	15	4	2	1	4	0	2	1	3	3	3	1	7	4	0	1	2	2	7	8	11	21	227	246	255	246	234	24	8	0	2	2	
0	0	0	2	2	5	27	250	255	255	255	236	28	6	5	6	5	6	8	2	0	1	1	3	1	7	4	1	0	0	0	0	0	7	18	36	244	255	246	246	33	14	0	3	2	
0	0	0	2	2	9	39	246	255	255	250	36	8	6	5	5	5	6	8	4	3	4	0	4	1	8	8	9	4	0	0	0	0	0	20	24	232	246	245	232	27	14	0	3	2	
0	0	0	0	0	2	24	28	246	250	36	14	13	8	8	7	6	6	6	3	3	5	3	7	8	8	7	9	0	0	0	0	0	0	17	17	24	49	49	38	16	14	3	6	2	
0	0	2	1	2	9	24	16	27	27	14	13	7	5	5	5	10	6	10	6	5	5	6	7	8	8	7	8	0	0	0	0	0	0	7	7	17	27	27	27	10	10	6	10	6	
0	0	2	2	2	8	8	13	14	13	10	12	8	5	5	3	3	3	2	2	0	0	5	6	7	8	7	0	0	0	0	0	0	0	7	7	7	20	24	16	10	18	7	14	18	
0	0	5	2	4	8	3	10	13	10	10	10	8	8	3	2	2	3	0	2	5	5	6	12	8	12	8	0	0	0	0	1	7	7	7	7	7	14	16	13	7	13	6	10	18	
0	0	9	0	1	1	0	3	10	3	8	9	0	3	2	0	2	3	0	8	6	0	6	12	7	7	9	0	0	0	0	0	4	1	6	6	6	6	7	13	7	13	10	13	13	
0	0	9	1	2	5	1	5	8	5	0	8	0	0	0	0	2	8	0	10	6	0	0	6	0	0	9	0	0	2	1	0	0	0	0	0	6	13	18	19	13	14	10	13	13	
0	0	12	2	2	2	0	5	5	5	8	9	0	9	2	2	2	8	0	11	8	0	0	12	0	12	13	7	4	4	4	0	4	1	6	6	10	14	19	21	18	18	14	14	14	
0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	2	13	13	2	13	11	8	11	13	12	12	13	7	7	7	7	0	0	0	0	6	14	14	18	21	14	13	7	13	7	
